RequSpec,AccSpeciesName,ObservationID,ObsDataID,TraitName,F1,DataName,DataID,OrigValueStr,OrigUnitStr,StdValue,UnitName
6889,Baptisia alba,2690467,23972383,Leaf fresh mass,163,Leaf fresh mass: in case of compound leaves leaf; petiole included,6623,1.2548,g,1.2548,g
6889,Baptisia alba,2690467,23972384,Leaf dry mass (single leaf),55,Leaf dry mass: in case of compound leaves leaf; petiole included,6616,0.3786,g,378.6,mg
6889,Baptisia alba,2690467,23972386,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,4019.052894,mm2,4019.052894,mm2
6889,Baptisia alba,2690467,23972385,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,301.721389862926,mg/g,0.30172139,g g-1
6889,Baptisia alba,2690466,23972371,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,12.3984596363636,mm2/mg,12.39845964,mm2 mg-1
6889,Baptisia alba,2690466,23972367,Leaf fresh mass,163,Leaf fresh mass: in case of compound leaves leaf; petiole included,6623,0.7483,g,0.7483,g
6889,Baptisia alba,2690466,23972368,Leaf dry mass (single leaf),55,Leaf dry mass: in case of compound leaves leaf; petiole included,6616,0.2145,g,214.5,mg
6889,Baptisia alba,2690466,23972370,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,2659.469592,mm2,2659.469592,mm2
6889,Baptisia alba,2690466,23972369,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,286.649739409328,mg/g,0.286649739,g g-1
6889,Baptisia alba,2690465,23972355,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,10.8679247077535,mm2/mg,10.86792471,mm2 mg-1
6889,Baptisia alba,2690465,23972351,Leaf fresh mass,163,Leaf fresh mass: in case of compound leaves leaf; petiole included,6623,0.7496,g,0.7496,g
6889,Baptisia alba,2690465,23972352,Leaf dry mass (single leaf),55,Leaf dry mass: in case of compound leaves leaf; petiole included,6616,0.2515,g,251.5,mg
6889,Baptisia alba,2690465,23972354,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,2733.283064,mm2,2733.283064,mm2
6889,Baptisia alba,2690465,23972353,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,335.51227321238,mg/g,0.335512273,g g-1
6889,Baptisia alba,2690464,23972339,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,9.79283520313082,mm2/mg,9.792835203,mm2 mg-1
6889,Baptisia alba,2690464,23972335,Leaf fresh mass,163,Leaf fresh mass: in case of compound leaves leaf; petiole included,6623,0.8069,g,0.8069,g
6889,Baptisia alba,2690464,23972336,Leaf dry mass (single leaf),55,Leaf dry mass: in case of compound leaves leaf; petiole included,6616,0.2683,g,268.3,mg
6889,Baptisia alba,2690464,23972338,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,2627.417685,mm2,2627.417685,mm2
6889,Baptisia alba,2690464,23972337,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,332.507126037923,mg/g,0.332507126,g g-1
6889,Baptisia alba,2690463,23972323,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,8.64921226564432,mm2/mg,8.649212266,mm2 mg-1
6889,Baptisia alba,2690463,23972319,Leaf fresh mass,163,Leaf fresh mass: in case of compound leaves leaf; petiole included,6623,1.2292,g,1.2292,g
6889,Baptisia alba,2690463,23972320,Leaf dry mass (single leaf),55,Leaf dry mass: in case of compound leaves leaf; petiole included,6616,0.4043,g,404.3,mg
6889,Baptisia alba,2690463,23972322,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,3496.876519,mm2,3496.876519,mm2
6889,Baptisia alba,2690463,23972321,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,328.913114220631,mg/g,0.328913114,g g-1
6889,Baptisia alba,2690292,23969593,Leaf petiole projected area,973,Leaf petiole area,1938,24.130776,mm2,24.130776,mm2
6889,Baptisia alba,2690292,23969590,Leaf petiole fresh mass,777,Leaf petiole fresh mass,1722,0.0255,g,0.0255,g
6889,Baptisia alba,2690292,23969591,Leaf petiole dry mass,778,Leaf petiole dry mass,1723,0.0092,g,0.0092,g
6889,Baptisia alba,2690292,23969594,Leaf petiole projected area per petiole dry mass (specific leaf area (SLA) of leaf petiole),1011,Petiole SLA,2647,2.62291043478261,mm2/mg,2.622910435,mm2 mg-1
6889,Baptisia alba,2690292,23969592,Leaf petiole dry mass per petiole fresh mass (leaf petiole dry matter content; PDMC),1010,Petiole dry matter content,2648,360.78431372549,mg/g,0.360784314,g/cm3
6889,Baptisia alba,2690291,23969577,Leaf petiole projected area,973,Leaf petiole area,1938,14.186352,mm2,14.186352,mm2
6889,Baptisia alba,2690291,23969574,Leaf petiole fresh mass,777,Leaf petiole fresh mass,1722,0.0153,g,0.0153,g
6889,Baptisia alba,2690291,23969575,Leaf petiole dry mass,778,Leaf petiole dry mass,1723,0.0043,g,0.0043,g
6889,Baptisia alba,2690291,23969578,Leaf petiole projected area per petiole dry mass (specific leaf area (SLA) of leaf petiole),1011,Petiole SLA,2647,3.29915162790698,mm2/mg,3.299151628,mm2 mg-1
6889,Baptisia alba,2690291,23969576,Leaf petiole dry mass per petiole fresh mass (leaf petiole dry matter content; PDMC),1010,Petiole dry matter content,2648,281.045751633987,mg/g,0.281045752,g/cm3
6889,Baptisia alba,2690290,23969561,Leaf petiole projected area,973,Leaf petiole area,1938,13.465923,mm2,13.465923,mm2
6889,Baptisia alba,2690290,23969558,Leaf petiole fresh mass,777,Leaf petiole fresh mass,1722,0.0129,g,0.0129,g
6889,Baptisia alba,2690290,23969559,Leaf petiole dry mass,778,Leaf petiole dry mass,1723,0.0041,g,0.0041,g
6889,Baptisia alba,2690290,23969562,Leaf petiole projected area per petiole dry mass (specific leaf area (SLA) of leaf petiole),1011,Petiole SLA,2647,3.28437146341463,mm2/mg,3.284371463,mm2 mg-1
6889,Baptisia alba,2690290,23969560,Leaf petiole dry mass per petiole fresh mass (leaf petiole dry matter content; PDMC),1010,Petiole dry matter content,2648,317.829457364341,mg/g,0.317829457,g/cm3
6889,Baptisia alba,2690289,23969545,Leaf petiole projected area,973,Leaf petiole area,1938,15.605704,mm2,15.605704,mm2
6889,Baptisia alba,2690289,23969542,Leaf petiole fresh mass,777,Leaf petiole fresh mass,1722,0.0179,g,0.0179,g
6889,Baptisia alba,2690289,23969543,Leaf petiole dry mass,778,Leaf petiole dry mass,1723,0.0054,g,0.0054,g
6889,Baptisia alba,2690289,23969546,Leaf petiole projected area per petiole dry mass (specific leaf area (SLA) of leaf petiole),1011,Petiole SLA,2647,2.88994518518518,mm2/mg,2.889945185,mm2 mg-1
6889,Baptisia alba,2690289,23969544,Leaf petiole dry mass per petiole fresh mass (leaf petiole dry matter content; PDMC),1010,Petiole dry matter content,2648,301.675977653631,mg/g,0.301675978,g/cm3
6889,Baptisia alba,2690288,23969529,Leaf petiole projected area,973,Leaf petiole area,1938,28.93901,mm2,28.93901,mm2
6889,Baptisia alba,2690288,23969526,Leaf petiole fresh mass,777,Leaf petiole fresh mass,1722,0.0225,g,0.0225,g
6889,Baptisia alba,2690288,23969527,Leaf petiole dry mass,778,Leaf petiole dry mass,1723,0.0074,g,0.0074,g
6889,Baptisia alba,2690288,23969530,Leaf petiole projected area per petiole dry mass (specific leaf area (SLA) of leaf petiole),1011,Petiole SLA,2647,3.91067702702703,mm2/mg,3.910677027,mm2 mg-1
6889,Baptisia alba,2690288,23969528,Leaf petiole dry mass per petiole fresh mass (leaf petiole dry matter content; PDMC),1010,Petiole dry matter content,2648,328.888888888889,mg/g,0.328888889,g/cm3
6889,Baptisia alba,2689883,23963106,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",3115,SLA: petiole  excluded,6582,10.8146240335679,mm2/mg,10.81462403,mm2 mg-1
6889,Baptisia alba,2689883,23963102,Leaf fresh mass,163,Leaf fresh mass: in case of compound leaves leaf; petiole excluded,6621,1.2293,g,1.2293,g
6889,Baptisia alba,2689883,23963103,Leaf dry mass (single leaf),55,Leaf dry mass: in case of compound leaves leaf; petiole excluded,6614,0.3694,g,369.4,mg
6889,Baptisia alba,2689883,23963105,"Leaf area (in case of compound leaves: leaf, petiole excluded)",3108,Leaf area: in case of compound leaves leaf; petiole excluded,6575,3994.922118,mm2,3994.922118,mm2
6889,Baptisia alba,2689883,23963104,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf lamina dry matter content (LDMC),1726,300.496217359473,mg/g,0.300496217,g g-1
6889,Baptisia alba,2689882,23963090,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",3115,SLA: petiole  excluded,6582,12.5846015223597,mm2/mg,12.58460152,mm2 mg-1
6889,Baptisia alba,2689882,23963086,Leaf fresh mass,163,Leaf fresh mass: in case of compound leaves leaf; petiole excluded,6621,0.733,g,0.733,g
6889,Baptisia alba,2689882,23963087,Leaf dry mass (single leaf),55,Leaf dry mass: in case of compound leaves leaf; petiole excluded,6614,0.2102,g,210.2,mg
6889,Baptisia alba,2689882,23963089,"Leaf area (in case of compound leaves: leaf, petiole excluded)",3108,Leaf area: in case of compound leaves leaf; petiole excluded,6575,2645.28324,mm2,2645.28324,mm2
6889,Baptisia alba,2689882,23963088,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf lamina dry matter content (LDMC),1726,286.766712141883,mg/g,0.286766712,g g-1
6889,Baptisia alba,2689881,23963074,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",3115,SLA: petiole  excluded,6582,10.9936020250606,mm2/mg,10.99360203,mm2 mg-1
6889,Baptisia alba,2689881,23963070,Leaf fresh mass,163,Leaf fresh mass: in case of compound leaves leaf; petiole excluded,6621,0.7367,g,0.7367,g
6889,Baptisia alba,2689881,23963071,Leaf dry mass (single leaf),55,Leaf dry mass: in case of compound leaves leaf; petiole excluded,6614,0.2474,g,247.4,mg
6889,Baptisia alba,2689881,23963073,"Leaf area (in case of compound leaves: leaf, petiole excluded)",3108,Leaf area: in case of compound leaves leaf; petiole excluded,6575,2719.817141,mm2,2719.817141,mm2
6889,Baptisia alba,2689881,23963072,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf lamina dry matter content (LDMC),1726,335.821908510927,mg/g,0.335821909,g g-1
6889,Baptisia alba,2689880,23963058,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",3115,SLA: petiole  excluded,6582,9.93462145682769,mm2/mg,9.934621457,mm2 mg-1
6889,Baptisia alba,2689880,23963054,Leaf fresh mass,163,Leaf fresh mass: in case of compound leaves leaf; petiole excluded,6621,0.789,g,0.789,g
6889,Baptisia alba,2689880,23963055,Leaf dry mass (single leaf),55,Leaf dry mass: in case of compound leaves leaf; petiole excluded,6614,0.2629,g,262.9,mg
6889,Baptisia alba,2689880,23963057,"Leaf area (in case of compound leaves: leaf, petiole excluded)",3108,Leaf area: in case of compound leaves leaf; petiole excluded,6575,2611.811981,mm2,2611.811981,mm2
6889,Baptisia alba,2689880,23963056,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf lamina dry matter content (LDMC),1726,333.206590621039,mg/g,0.333206591,g g-1
6889,Baptisia alba,2689879,23963042,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",3115,SLA: petiole  excluded,6582,8.73755986142605,mm2/mg,8.737559861,mm2 mg-1
6889,Baptisia alba,2689879,23963038,Leaf fresh mass,163,Leaf fresh mass: in case of compound leaves leaf; petiole excluded,6621,1.2067,g,1.2067,g
6889,Baptisia alba,2689879,23963039,Leaf dry mass (single leaf),55,Leaf dry mass: in case of compound leaves leaf; petiole excluded,6614,0.3969,g,396.9,mg
6889,Baptisia alba,2689879,23963041,"Leaf area (in case of compound leaves: leaf, petiole excluded)",3108,Leaf area: in case of compound leaves leaf; petiole excluded,6575,3467.937509,mm2,3467.937509,mm2
6889,Baptisia alba,2689879,23963040,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf lamina dry matter content (LDMC),1726,328.913565923593,mg/g,0.328913566,g g-1
6889,Baptisia alba,2659773,23509056,Seed dry mass,26,Seed dry mass,30,0.0174245,g,17.4245,mg
6889,Baptisia alba,2659772,23509047,Seed dry mass,26,Seed dry mass,30,0.0168645,g,16.8645,mg
6889,Baptisia alba,2659771,23509038,Seed dry mass,26,Seed dry mass,30,0.015633,g,15.633,mg
6889,Baptisia alba,4413389,48489138,Mycorrhiza type,7,Mycorrhiza type according to Maherali,7126,AM,,,
6889,Baptisia alba,4413389,48489135,Plant woodiness,38,Woodiness,43,non-woody,,,
6889,Baptisia alba,4413389,48489134,Plant growth form,42,Plant growth form,47,herb,,,
6889,Baptisia alba,4413389,48489133,Leaf photosynthesis pathway,22,Plant photosynthetic pathway,25,C3,,,
6889,Baptisia alba,4413389,48489132,Leaf type,43,Leaf type,48,broadleaved,,,
6889,Baptisia alba,4413389,48489140,Fine root tissue density (fine root dry mass per fine root volume),1781,Fine root tissue density (fine root dry mass per fine root volume),5102,0.07,g/cm3,0.07,g/cm3
6889,Baptisia alba,4413389,48489141,"Fine root length per fine root dry mass (specific fine root length, SRL)",614,Fine root specific length (fine root length per dry mass; diameter not specified),5154,319,m/g,31900,cm/g
6889,Baptisia alba,4413389,48489139,Fine root diameter,896,Fine root diameter,5108,0.24,mm,0.24,mm
6889,Baptisia alba,4399702,47975745,Plant biomass and allometry: Belowground plant organ mass fraction (fraction of belowground plant organ dry mass to whole plant dry mass),2773,Belowground plant organ mass fraction (fraction of belowground plant organ dry mass per whole plant dry mass),6114,0.348,,,
6889,Baptisia alba,4399702,47975744,Belowground plant organ respiration rate per belowground plant organ dry mass,2559,"Belowground plant organ respiration per belowground plant organ dry mass, measured as O2 uptake",6116,35.8,nmol_O2/g/s,,
6889,Baptisia alba,4399702,47975743,"Belowground plant organ length per belowground plant organ dry mass (specific belowground plant organ length, SRL)",2574,Belowground plant organ specific length (belowground plant organ length per dry mass; diameter not specified),6144,68,m/g,,
6889,Baptisia alba,4399702,47975742,Mycorrhiza type,7,Mycorrhiza type according to Maherali,7126,AM,,,
6889,Baptisia alba,4399702,47975741,Belowground plant organ nitrogen (N) content per belowground plant organ dry mass,2547,Belowground plant organ nitrogen content per dry mass,6085,28.7,mg/g,,
6889,Baptisia alba,4399702,47975738,Plant woodiness,38,Woodiness,43,non-woody,,,
6889,Baptisia alba,4399702,47975737,Plant growth form,42,Plant growth form,47,herb,,,
6889,Baptisia alba,4399702,47975736,Leaf photosynthesis pathway,22,Plant photosynthetic pathway,25,C3,,,
6889,Baptisia alba,4399702,47975735,Leaf type,43,Leaf type,48,broadleaved,,,
6889,Baptisia alba,4399701,47975710,Plant biomass and allometry: Belowground plant organ mass fraction (fraction of belowground plant organ dry mass to whole plant dry mass),2773,Belowground plant organ mass fraction (fraction of belowground plant organ dry mass per whole plant dry mass),6114,0.331,,,
6889,Baptisia alba,4399701,47975709,Belowground plant organ respiration rate per belowground plant organ dry mass,2559,"Belowground plant organ respiration per belowground plant organ dry mass, measured as O2 uptake",6116,37.8,nmol_O2/g/s,,
6889,Baptisia alba,4399701,47975707,Mycorrhiza type,7,Mycorrhiza type according to Maherali,7126,AM,,,
6889,Baptisia alba,4399701,47975708,"Belowground plant organ length per belowground plant organ dry mass (specific belowground plant organ length, SRL)",2574,Belowground plant organ specific length (belowground plant organ length per dry mass; diameter not specified),6144,76,m/g,,
6889,Baptisia alba,4399701,47975706,Belowground plant organ nitrogen (N) content per belowground plant organ dry mass,2547,Belowground plant organ nitrogen content per dry mass,6085,36.8,mg/g,,
6889,Baptisia alba,4399701,47975703,Plant woodiness,38,Woodiness,43,non-woody,,,
6889,Baptisia alba,4399701,47975702,Plant growth form,42,Plant growth form,47,herb,,,
6889,Baptisia alba,4399701,47975701,Leaf photosynthesis pathway,22,Plant photosynthetic pathway,25,C3,,,
6889,Baptisia alba,4399701,47975700,Leaf type,43,Leaf type,48,broadleaved,,,
6889,Baptisia alba,3064731,32682416,Leaf respiration rate in the dark per leaf dry mass,41,Leaf respiration per dry mass,46,23.196,nmol g-1s-1,0.023196,micro mol g-1 s-1
6889,Baptisia alba,3064731,32682415,Plant growth form,42,Plant growth form,47,H,,,
6889,Baptisia alba,3064731,32682417,Leaf nitrogen (N) content per leaf dry mass,14,Leaf nitrogen content per dry mass (Nmass),15,3.566539,%,35.66539,mg/g
6889,Baptisia alba,3064763,32684921,Leaf respiration rate in the dark per leaf dry mass,41,Leaf respiration per dry mass,46,26.544666667,nmol g-1s-1,0.026544667,micro mol g-1 s-1
6889,Baptisia alba,3064763,32684920,Plant growth form,42,Plant growth form,47,H,,,
6889,Baptisia alba,3064763,32684922,Leaf nitrogen (N) content per leaf dry mass,14,Leaf nitrogen content per dry mass (Nmass),15,4.444363,%,44.44363,mg/g
6889,Baptisia alba,3198787,40917292,Plant growth form,42,Plant growth form original,6549,herb/non-woody,,,
6889,Baptisia alba,3953684,45938417,Plant growth form,42,Plant growth form original,6549,Forb/herb,,,
6889,Baptisia alba,3953685,45938424,Plant growth form,42,Plant growth form original,6549,Forb/herb,,,
6889,Baptisia alba,3990070,46168450,Plant growth form,42,Plant growth form original,6549,Forb/herb,,,
6889,Baptisia alba,4474360,50102479,Plant growth form,42,Plant growth form,47,herb,,,
6889,Baptisia alba,4474360,50102481,Leaf type,43,Leaf type,48,broadleaved,,,
6889,Baptisia alba,4474360,50102483,Leaf compoundness,17,Leaf compoundness,18,compound,,,
6889,Baptisia alba,4474360,50102488,Leaf photosynthesis pathway,22,Plant photosynthetic pathway,25,C3,,,
6889,Baptisia alba,4474360,50102490,Plant woodiness,38,Woodiness,43,non-woody,,,
6889,Baptisia alba,4474360,50102485,Leaflet number per leaf,759,Number of leaflets per leaf,1721,3,1/leaf,3,1/leaf
6889,Baptisia alba,4474360,50102487,Leaflet number per leaf,759,Number of leaflets per leaf: typical,7787,3,1/leaf,3,1/leaf
6889,Baptisia alba,81998,972875,Seed storage behaviour,98,Seed storage behaviour,299,Orthodox,,,
6889,Baptisia alba,758078,3446990,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,15.43,cm2,1543,mm2
6889,Baptisia alba,758078,3446991,Leaf fresh mass,163,Leaf fresh mass,485,0.4293,g,0.4293,g
6889,Baptisia alba,758078,3446994,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,11.6717095310136,m2/kg,11.67170953,mm2 mg-1
6889,Baptisia alba,758078,3446993,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,30.7943163289075,%,0.307943163,g g-1
6889,Baptisia alba,758078,3446992,Leaf dry mass (single leaf),55,Leaf dry mass,73,0.1322,g,132.2,mg
6889,Baptisia alba,758079,3447005,Leaf shape,154,Leaf aspect ratio (width/length),820,0.2105,cm/cm,,
6889,Baptisia alba,758079,3447006,Leaf shape,154,Leaf perimeter per leaf area,1541,0.2808,cm/cm2,,
6889,Baptisia alba,758079,3447000,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,6.8037,cm2,680.37,mm2
6889,Baptisia alba,758079,3447001,Leaf fresh mass,163,Leaf fresh mass,485,0.1754,g,0.1754,g
6889,Baptisia alba,758079,3447004,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,11.8531358885017,m2/kg,11.85313589,mm2 mg-1
6889,Baptisia alba,758079,3447003,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,32.7251995438997,%,0.327251995,g g-1
6889,Baptisia alba,758079,3447002,Leaf dry mass (single leaf),55,Leaf dry mass,73,0.0574,g,57.4,mg
6889,Baptisia alba,758080,3447012,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,24.82,cm2,2482,mm2
6889,Baptisia alba,758080,3447013,Leaf fresh mass,163,Leaf fresh mass,485,0.6509,g,0.6509,g
6889,Baptisia alba,758080,3447016,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,13.6975717439294,m2/kg,13.69757174,mm2 mg-1
6889,Baptisia alba,758080,3447015,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,27.8383776309725,%,0.278383776,g g-1
6889,Baptisia alba,758080,3447014,Leaf dry mass (single leaf),55,Leaf dry mass,73,0.1812,g,181.2,mg
6889,Baptisia alba,758081,3447027,Leaf shape,154,Leaf aspect ratio (width/length),820,1.4978,cm/cm,,
6889,Baptisia alba,758081,3447028,Leaf shape,154,Leaf perimeter per leaf area,1541,0.2162,cm/cm2,,
6889,Baptisia alba,758081,3447022,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,8.8682,cm2,886.82,mm2
6889,Baptisia alba,758081,3447023,Leaf fresh mass,163,Leaf fresh mass,485,0.2396,g,0.2396,g
6889,Baptisia alba,758081,3447026,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,14.8795302013423,m2/kg,14.8795302,mm2 mg-1
6889,Baptisia alba,758081,3447025,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,24.8747913188648,%,0.248747913,g g-1
6889,Baptisia alba,758081,3447024,Leaf dry mass (single leaf),55,Leaf dry mass,73,0.0596,g,59.6,mg
6889,Baptisia alba,758082,3447041,Plant biomass and allometry: Stem dry mass per plant,128,Stem dry mass per plant,372,2.3263,g,2.3263,g
6889,Baptisia alba,758082,3447034,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,22.7,cm2,2270,mm2
6889,Baptisia alba,758082,3447035,Leaf fresh mass,163,Leaf fresh mass,485,0.5107,g,0.5107,g
6889,Baptisia alba,758082,3447042,Stem specific density (SSD) or wood density (stem dry mass per stem fresh volume),4,Wood density; stem specific density; wood specific gravity,4,0.268478042898215,g/cm3,,
6889,Baptisia alba,758082,3447040,Stem diameter,21,Stem diameter,823,1.15,mm,0.0115,m
6889,Baptisia alba,758082,3447038,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,15.9746657283603,m2/kg,15.97466573,mm2 mg-1
6889,Baptisia alba,758082,3447039,Stem length,326,Stem length,822,9,cm,0.09,m
6889,Baptisia alba,758082,3447037,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,27.8245545329939,%,0.278245545,g g-1
6889,Baptisia alba,758082,3447036,Leaf dry mass (single leaf),55,Leaf dry mass,73,0.1421,g,142.1,mg
6889,Baptisia alba,758083,3447053,Leaf shape,154,Leaf aspect ratio (width/length),820,1.5608,cm/cm,,
6889,Baptisia alba,758083,3447054,Leaf shape,154,Leaf perimeter per leaf area,1541,0.2477,cm/cm2,,
6889,Baptisia alba,758083,3447048,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,28.336,cm2,2833.6,mm2
6889,Baptisia alba,758083,3447049,Leaf fresh mass,163,Leaf fresh mass,485,0.7613,g,0.7613,g
6889,Baptisia alba,758083,3447052,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,18.0254452926209,m2/kg,18.02544529,mm2 mg-1
6889,Baptisia alba,758083,3447051,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,20.6488900564823,%,0.206488901,g g-1
6889,Baptisia alba,758083,3447050,Leaf dry mass (single leaf),55,Leaf dry mass,73,0.1572,g,157.2,mg
6889,Baptisia alba,758084,3447065,Leaf shape,154,Leaf aspect ratio (width/length),820,1.29,cm/cm,,
6889,Baptisia alba,758084,3447066,Leaf shape,154,Leaf perimeter per leaf area,1541,0.227,cm/cm2,,
6889,Baptisia alba,758084,3447060,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,13.116,cm2,1311.6,mm2
6889,Baptisia alba,758084,3447061,Leaf fresh mass,163,Leaf fresh mass,485,0.3496,g,0.3496,g
6889,Baptisia alba,758084,3447064,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,19.6053811659193,m2/kg,19.60538117,mm2 mg-1
6889,Baptisia alba,758084,3447063,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,19.1361556064073,%,0.191361556,g g-1
6889,Baptisia alba,758084,3447062,Leaf dry mass (single leaf),55,Leaf dry mass,73,0.0669,g,66.9,mg
6889,Baptisia alba,758085,3447077,Leaf shape,154,Leaf aspect ratio (width/length),820,1.6207,cm/cm,,
6889,Baptisia alba,758085,3447078,Leaf shape,154,Leaf perimeter per leaf area,1541,0.2361,cm/cm2,,
6889,Baptisia alba,758085,3447072,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,18.2273,cm2,1822.73,mm2
6889,Baptisia alba,758085,3447073,Leaf fresh mass,163,Leaf fresh mass,485,0.4239,g,0.4239,g
6889,Baptisia alba,758085,3447076,"Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",3116,SLA: petiole  included,6583,21.169918699187,m2/kg,21.1699187,mm2 mg-1
6889,Baptisia alba,758085,3447075,"Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)",47,Leaf dry matter content per leaf water-saturated mass (LDMC),258,20.3113941967445,%,0.203113942,g g-1
6889,Baptisia alba,758085,3447074,Leaf dry mass (single leaf),55,Leaf dry mass,73,0.0861,g,86.1,mg
6889,Baptisia alba,758086,3447089,Leaf shape,154,Leaf aspect ratio (width/length),820,1.4468,cm/cm,,
6889,Baptisia alba,758086,3447090,Leaf shape,154,Leaf perimeter per leaf area,1541,0.3065,cm/cm2,,
6889,Baptisia alba,758086,3447084,"Leaf area (in case of compound leaves: leaf, petiole included)",3110,Leaf area: in case of compound leaves leaf; petiole and rhachis included,6577,24.0192,cm2,2401.92,mm2
6889,Baptisia alba,758086,3447085,Leaf fresh mass,163,Leaf fresh mass,485,0.5535,g,0.5535,g
